surveyID,date,Lat,Lat_abs,Lat_abs_scale,hemi,Genus_sp,plantFamily,Biome,growthForm,growthForm_simp,sizeDiameterMean,sizeDiameterMeanLog,sizeDiameterMeanLogScale,plantMean,plantMeanProp,plantMeanPropLogit,plantGini,plantGiniAdj,plantGiniAdjLogit,propPlantsHerb50,focalPlantCoverMean
Tack_Site 2_Plantago_lanceolata_Survey 2,9/14/20,59.435922,59.435922,1.520135698,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,2.985,1.093599747,-1.912967913,12.68333333,0.126833333,-1.929252562,0.540390655,0.540390655,0.161915433,0.15,5.766666667
Tooker_Site 1_Solidago_altissima_Survey 1,6/19/19,40.849125,40.849125,0.249277416,N,Solidago_altissima,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,95.70982759,4.561320985,1.050613085,10.98275862,0.109827586,-2.092503429,0.417720124,0.417720124,-0.332139568,0.224137931,NA
Torric_Site 1_Loasa_insons_Survey 1,10/24/20,-33.490009,33.490009,-0.253896612,S,Loasa_insons,Loasaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,64.71666667,4.170018768,0.716198715,8.933333333,0.089333333,-2.32180224,0.788009107,0.788009107,1.312966331,0.083333333,13.133333333333301
Torric_Site 1_Pasithea_caerulea_Survey 1,10/12/20,-33.489513,33.489513,-0.253930526,S,Pasithea_caerulea,Asphodelaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,42.26666667,3.743998753,0.35211385,8.091666667,0.080916667,-2.429956978,0.874495977,0.874495977,1.941309876,0.05,11.06666667
Torric_Site 1_Zephyranthes_cisandina_Survey 1,10/3/20,-33.489658,33.489658,-0.253920612,S,Zephyranthes_cisandina,Amaryllidaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,43.98333333,3.783810774,0.386137965,4.251666667,0.042516667,-3.114412159,0.677042569,0.677042569,0.740213627,0.116666667,14.2
Touger_Site 1_Rubus_fruticosus_Survey 1,10/13/20,50.678625,50.678625,0.921362094,N,Rubus_fruticosus,Rosaceae,Temperate Broadleaf & Mixed Forests,SHRUB;VINE,Climber,53.05,3.971234865,0.546314184,5.158333333,0.051583333,-2.911595305,0.543002656,0.543002656,0.172436632,0.183333333,20.46666667
Touger_Site 2_Rumex_acetosa_Survey 1,10/14/20,50.668943,50.668943,0.920700095,N,Rumex_acetosa,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,18.61,2.923699071,-0.348929973,5.15,0.0515,-2.913299982,0.569140475,0.569140475,0.278345175,0.166666667,9.966666667
Touger_Site 3_Urtica_dioica_Survey 1,10/9/20,50.666043,50.666043,0.92050181,N,Urtica_dioica,Urticaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,54.5,3.998200702,0.569359704,7.8,0.078,-2.469836397,0.530023178,0.530023178,0.12023736,0.166666667,27.4
Touger_Site 4_Zea_mays_Survey 1,10/10/20,50.66817,50.66817,0.920647242,N,Zea_mays,Poaceae,Temperate Broadleaf & Mixed Forests,GRAMINOID,Graminoid,152.7166667,5.028584353,1.44994531,1.53,0.0153,-4.164484198,0.689487094,0.689487094,0.797722515,0.116666667,73.16666667
Turner_Site 1_Solanum_sp_Survey 1,7/31/19,-8.0021897,8.0021897,-1.996607111,S,Solanum_sp,Solanaceae,Deserts & Xeric Shrublands,HERB,Herb,26.19166667,3.265441294,-0.056870523,2.816666667,0.028166667,-3.541045076,0.835322435,0.835322435,1.62382839,0.05,25.21666667
Uesugi_Site 1_Hypochaeris_radicata_Survey 1,12/10/19,-37.9514,37.9514,0.051147646,S,Hypochaeris_radicata,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,17.06818182,2.837216018,-0.422840047,6.128787879,0.061287879,-2.728926765,0.752096605,0.752096605,1.109825648,0.090909091,33.78787879
Underw_Site 1_Helianthella_quinquenervis_Survey 1,8/5/19,38.951638,38.951638,0.119538168,N,Helianthella_quinquenervis,Asteraceae,Temperate Conifer Forests,HERB,Herb,NA,NA,NA,2.333333333,0.023333333,-3.73426246,0.250363196,0.250363196,-1.09667618,0.35,26.5
Underw_Site 1_Helianthella_quinquenervis_Survey 2,6/18/20,38.951638,38.951638,0.119538168,N,Helianthella_quinquenervis,Asteraceae,Temperate Conifer Forests,HERB,Herb,23.89166667,3.173529723,-0.135419912,2.55,0.0255,-3.643246067,0.500166168,0.500166168,6.64672673196507e-4,0.2,16.06666667
Underw_Site 1_Solanum_carolinense_Survey 1,7/4/19,33.185145,33.185145,-0.274741459,N,Solanum_carolinense,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,46.04166667,3.829546784,0.425224835,4.072353935,0.040723539,-3.159373026,0.558268545,0.558268545,0.234137979,0.016393443,7.4
Underw_Site 1_Taraxacum_officinale_Survey 1,6/23/20,38.9516,38.9516,0.119535569,N,Taraxacum_officinale,Asteraceae,Temperate Conifer Forests,HERB,Herb,NA,NA,NA,1.333333333,0.013333333,-4.304065093,0.652966102,0.652966102,0.632102751,0.116666667,9.833333333
Utsumi_Site 1_Alnus_hirsuta_Survey 1,7/21/15,44.4309,44.4309,0.494178591,N,Alnus_hirsuta,Betulaceae,Temperate Conifer Forests,TREE,Woody,18.24203822,2.903728723,-0.365997015,11.48860795,0.114886079,-2.041775336,0.386792752,0.386792752,-0.46081394,0.247058824,0.614779971
Utsumi_Site 2_Plantago_lanceolata_Survey 1,10/2/20,43.0709,43.0709,0.401189612,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,44.53666667,3.79631282,0.396822453,3.45,0.0345,-3.331686778,0.441660526,0.441660526,-0.234425609,0.216666667,34.26666667
Utsumi_Site 3_Symphyotrichum_novi-belgii_Survey 1,9/30/20,43.1097,43.1097,0.403842533,N,Symphyotrichum_novi-belgii,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,65.47833333,4.181719299,0.726198213,4.141666667,0.041416667,-3.141773124,0.436960748,0.436960748,-0.253505977,0.216666667,20.96666667
Uyi_Site 1_Alternanthera_brasiliana_Survey 1,5/20/20,6.55013,6.55013,-2.095890602,N,Alternanthera_brasiliana,Amaranthaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;VINE,Climber,30.96666667,3.432911357,0.086252602,16.21666667,0.162166667,-1.642194582,0.578135071,0.578135071,0.315122337,0.166666667,34.66666667
Uyi_Site 1_Chromolaena_odorata_Survey 1,3/27/20,6.5542,6.5542,-2.095612319,N,Chromolaena_odorata,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Herb,48.3,3.877431561,0.466148083,16.91666667,0.169166667,-1.591544791,0.468781832,0.468781832,-0.125035317,0.216666667,15.9
Uyi_Site 1_Heterotis_rotundifolia_Survey 1,5/20/20,6.54988,6.54988,-2.095907695,N,Heterotis_rotundifolia,Melastomataceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;VINE,Climber,11.68333333,2.458163325,-0.746785739,31.76666667,0.317666667,-0.764515682,0.210752841,0.210752841,-1.32039345,0.366666667,16.76153846
Uyi_Site 1_Indigofera_hirsuta_Survey 1,3/17/20,6.55428,6.55428,-2.095606849,N,Indigofera_hirsuta,Fabaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,28.85,3.362109993,0.025744399,12.1,0.121,-1.982994352,0.71977868,0.71977868,0.943364059,0.1,9.666666667
Uyi_Site 1_Pouzolzia_guineensis_Survey 1,8/3/20,6.55416,6.55416,-2.095615053,N,Pouzolzia_guineensis,Urticaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,16.9,2.827313622,-0.431302824,12.48333333,0.124833333,-1.94743483,0.574121427,0.574121427,0.298686655,0.183333333,22.3
Valton_Site 1_Erigeron_canadensis_Survey 1,7/22/21,62.88186,62.88186,1.75574912,N,Erigeron_canadensis,Asteraceae,Boreal Forests/Taiga,HERB,Herb,15.68666667,2.752811095,-0.494974111,0.083333333,8.33333333333333e-4,-7.089243155,0.918644068,0.918644068,2.424064991,0.012820513,13.625
Valton_Site 1_Salix_herbacea_Survey 1,7/6/20,69.091467,69.091467,2.180326334,N,Salix_herbacea,Salicaceae,Tundra,SHRUB,Woody,1.665,0.509825123,-2.411872889,10.51666667,0.105166667,-2.141091088,0.684869322,0.684869322,0.776240647,0.015625,6.588235294
Valton_Site 2_Plantago_lanceolata_Survey 1,7/12/22,62.8809977,62.8809977,1.755690161,N,Plantago_lanceolata,Plantaginaceae,Boreal Forests/Taiga,HERB,Herb,18.65,2.925846146,-0.347095041,0.641666667,0.006416667,-5.042419165,0.664098613,0.664098613,0.681613027,0.133333333,16.625
Valton_Site 3_Senecio_viscosus_Survey 1,8/2/21,62.875404,62.875404,1.755307696,N,Senecio_viscosus,Asteraceae,Boreal Forests/Taiga,HERB,Herb,19.51166667,2.971012577,-0.308494944,4.008333333,0.040083333,-3.175885855,0.712463441,0.712463441,0.907378587,0.011627907,15.83333333
Valton_Site 4_Sorbus_aucuparia_Survey 1,8/5/21,62.85163269,62.85163269,1.753682351,N,Sorbus_aucuparia,Rosaceae,Boreal Forests/Taiga,TREE,Woody,NA,NA,NA,1.172131148,0.011721311,-4.434556053,0.408391608,0.408391608,-0.370618377,0.229508197,62.08181818
Valton_Site 7_Lactuca_sibirica_Survey 1,8/17/20,62.615323,62.615323,1.737524853,N,Lactuca_sibirica,Asteraceae,Boreal Forests/Taiga,HERB,Herb,17.555,2.86533881,-0.39880577,1.796666667,0.017966667,-4.001107063,0.90286469,0.90286469,2.22946774,0.014705882,12.79166667
Valton_Site 8_Plantago_major_Survey 1,7/28/20,62.83475,62.83475,1.752528009,N,Plantago_major,Plantaginaceae,Boreal Forests/Taiga,HERB,Herb,2.941666667,1.078976314,-1.925465379,2.458333333,0.024583333,-3.680796024,0.630910658,0.630910658,0.53612553,0.014285714,26.56666667
Valton_Site 9_Rubus_chamaemorus_Survey 1,7/26/20,63.25311667,63.25311667,1.781133516,N,Rubus_chamaemorus,Rosaceae,Boreal Forests/Taiga,HERB;SHRUB,Herb,5.438333333,1.693472641,-1.400305046,4.058333333,0.040583333,-3.162967988,0.486722584,0.486722584,-0.053122154,0.015873016,8.712121212
Villel_Site 1_Plantago_lanceolata_Survey 1,7/4/21,40.618342,40.618342,0.233497802,N,Plantago_lanceolata,Plantaginaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,17.18,2.843745917,-0.41725947,15.8,0.158,-1.673184981,0.448830723,0.448830723,-0.205396172,0.016393443,13.40909091
Villel_Site 2_Plantago_lanceolata_Survey 1,7/5/21,40.60888,40.60888,0.232850844,N,Plantago_lanceolata,Plantaginaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,19.7725,2.984292083,-0.297146024,7.058333333,0.070583333,-2.577763104,0.64084605687071206,0.64084605687071206,0.57903816,0.015873016,8.928571429
Villel_Site 3_Plantago_lanceolata_Survey 1,6/22/21,41.68952,41.68952,0.306738793,N,Plantago_lanceolata,Plantaginaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,12.51666667,2.52706109,-0.68790439,3.408333333,0.034083333,-3.344269058,0.520616634,0.520616634,0.082513321,0.183333333,8.69047619
Waller_Site 1_Coprosma_lucida_Survey 1,10/23/20,-43.587607,43.587607,0.436519065,S,Coprosma_lucida,Rubiaceae,"Temperate Grasslands, Savannas & Shrublands",SHRUB;TREE,Woody,108.05,4.682594083,1.154255398,2.858333333,0.028583333,-3.52593169,0.833769828,0.833769828,1.612583969,0.066666667,26.23333333
Waller_Site 2_Cordyline_australis_Survey 1,10/30/20,-43.462697,43.462697,0.427978438,S,Cordyline_australis,Asparagaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,172.6666667,5.151362954,1.554874255,1.166666667,0.011666667,-4.43928425,0.853753027,0.853753027,1.764345165,0.016666667,35.56666667
Waller_Site 3_Plantago_lanceolata_Survey 1,10/31/20,-43.568959,43.568959,0.435244022,S,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,6.758333333,1.910776311,-1.214593167,3.063333333,0.030633333,-3.454554197,0.62436141,0.62436141,0.508101898,0.116666667,5.7
Wetzel_Site 1_Acer_saccharum_Survey 1,5/8/18,42.7177,42.7177,0.377039828,N,Acer_saccharum,Sapindaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,15.95833333,2.769981159,-0.480300245,2.983333333,0.029833333,-3.481841541,0.925385854,0.925385854,2.51788067,0.033333333,NA
Wetzel_Site 1_Desmodium_glutinosum_Survey 1,7/11/18,42.40566,42.40566,0.355704327,N,Desmodium_glutinosum,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,18.82575758,2.935226016,-0.339078825,3.924242424,0.039242424,-3.197963702,0.4998515,0.4998515,-5.94E-04,0.01369863,NA
Wetzel_Site 1_Melilotus_albus_Survey 1,6/26/18,42.40475,42.40475,0.355642107,N,Melilotus_albus,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,41.66101695,3.729565846,0.339779211,6.474576271,0.064745763,-2.670350146,0.431892038,0.431892038,-0.274135829,0.015873016,NA
Wetzel_Site 1_Tilia_americana_Survey 1,6/29/18,42.40524,42.40524,0.35567561,N,Tilia_americana,Malvaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,18.9375,2.941144083,-0.334021131,7.636363636,0.076363636,-2.492811829,0.54845679,0.54845679,0.194437427,0.014285714,NA
Wetzel_Site 11_Chenopodium_album_Survey 1,6/24/19,42.409703,42.409703,0.355980764,N,Chenopodium_album,Amaranthaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,7.058333333,1.954208952,-1.1774748,5.6,0.056,-2.824774475,0.662126715,0.662126715,0.672786022,0.016129032,8.583333333
Wetzel_Site 2_Alliaria_petiolata_Survey 1,6/7/19,42.4075966,42.4075966,0.355836741,N,Alliaria_petiolata,Brassicaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.53333333,2.354544832,-0.835340088,3.308333333,0.033083333,-3.375082684,0.510737309,0.510737309,0.042955842,0.016129032,9.316666667
Wetzel_Site 2_Campanula_persicifolia_Survey 1,7/15/19,42.40458,42.40458,0.355630483,N,Campanula_persicifolia,Campanulaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.44354839,2.345984409,-0.84265599,1.072580645,0.010725806,-4.524318881,0.952668557,0.952668557,3.002092215,0.009433962,13.73333333
Wetzel_Site 2_Echinacea_purpurea_Survey 1,5/24/19,42.40732,42.40732,0.355817828,N,Echinacea_purpurea,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19.52112676,2.971497303,-0.308080688,2.457746479,0.024577465,-3.681040789,0.649856734,0.649856734,0.618409525,0.013157895,4.486111111
Wetzel_Site 2_Polygonatum_biflorum_Survey 1,7/10/19,42.4046,42.4046,0.35563185,N,Polygonatum_biflorum,Asparagaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,26.56666667,3.279657297,-0.044721254,2.141666667,0.021416667,-3.821936512,0.852271978,0.852271978,1.752532804,0.012820513,2.083333333
Wetzel_Site 2_Solanum_ptychanthum_Survey 1,6/26/19,42.409654,42.409654,0.355977414,N,Solanum_ptychanthum,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,4.441666667,1.491029681,-1.573316678,25.125,0.25125,-1.09195669,0.311195435,0.311195435,-0.794536456,0.015873016,2.65
Wetzel_Site 2_Verbascum_thapsus_Survey 1,7/8/19,42.4099124,42.4099124,0.355995082,N,Verbascum_thapsus,Scrophulariaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.01666667,2.304250372,-0.878322697,1.525,0.01525,-4.167808299,0.799944429,0.799944429,1.385947079,0.015384615,31.46666667
Wetzel_Site 3_Arctium_minus_Survey 1,5/30/18,42.399308,42.399308,0.355270014,N,Arctium_minus,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,45.48780488,3.817444265,0.414881791,1.914634146,0.019146341,-3.936311622,0.58248407643312206,0.58248407643312206,0.332979165,0.146341463,NA
Wetzel_Site 3_Asclepias_syriaca_Survey 1,5/30/18,42.39999,42.39999,0.355316645,N,Asclepias_syriaca,Apocynaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,54.95098039,4.006441522,0.576402467,1.289215686,0.012892157,-4.338160166,0.941497572,0.941497572,2.778403508,0.019607843,NA
Wetzel_Site 3_Cercis_canadensis_Survey 1,7/25/18,42.39492,42.39492,0.354969988,N,Cercis_canadensis,Fabaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,9.9,2.292534757,-0.888335086,4.65,0.0465,-3.020687112,0.647530527,0.647530527,0.60820192,0.014925373,NA
Wetzel_Site 3_Echinacea_purpurea_Survey 1,7/24/18,42.3957,42.3957,0.35502332,N,Echinacea_purpurea,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,79.6,4.377014093,0.893100885,2.853846154,0.028538462,-3.527548973,0.591475741,0.591475741,0.370069373,0.013888889,NA
Wetzel_Site 3_Enemion_biternatum_Survey 1,5/25/18,42.39941,42.39941,0.355276988,N,Enemion_biternatum,Ranunculaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,7.442307692,2.007180974,-1.132203895,1.115384615,0.011153846,-4.484754377,0.938294011,0.938294011,2.72168235,0.011111111,NA
Wetzel_Site 3_Phytolacca_americana_Survey 1,7/25/18,42.39483,42.39483,0.354963834,N,Phytolacca_americana,Phytolaccaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,15.60606061,2.747659339,-0.4993769,7.71969697,0.07719697,-2.481055606,0.566301804,0.566301804,0.266778268,0.014925373,NA
Wetzel_Site 3_Potentilla_simplex_Survey 1,8/16/18,42.39611,42.39611,0.355051353,N,Potentilla_simplex,Rosaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19.07575758,2.948418292,-0.327804453,13.59242424,0.135924242,-1.849562758,0.555775447,0.555775447,0.224034157,0.014705882,NA
Wetzel_Site 3_Quercus_alba_Survey 1,5/29/18,42.39932,42.39932,0.355270834,N,Quercus_alba,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,10.27804878,2.330010435,-0.856307654,7.743902439,0.077439024,-2.477662627,0.597952756,0.597952756,0.396942143,0.01754386,NA
Wetzel_Site 3_Rumex_crispus_Survey 1,6/17/19,42.3966935,42.3966935,0.355091249,N,Rumex_crispus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,34.00847458,3.526609746,0.166329039,6.703389831,0.067033898,-2.633170431,0.606216487,0.606216487,0.431435864,0.016393443,27.91666667
Wetzel_Site 3_Sassafras_albidum_Survey 1,6/4/18,42.39809,42.39809,0.355186734,N,Sassafras_albidum,Lauraceae,Temperate Broadleaf & Mixed Forests,SHRUB;TREE,Woody,89.86666667,4.49832709,0.996777296,8.733333333,0.087333333,-2.346638502,0.641221374,0.641221374,0.580669197,0.013513514,NA
Wetzel_Site 3_Tradescantia_ohiensis_Survey 1,6/19/19,42.3919,42.3919,0.354763497,N,Tradescantia_ohiensis,Commelinaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,115.8389831,4.75220115,1.213742931,0.191666667,0.001916667,-6.255249207,0.747973471,0.747973471,1.087833154,0.014285714,13.55
Wetzel_Site 4_Asarum_canadense_Survey 1,9/21/18,42.695668,42.695668,0.375533406,N,Asarum_canadense,Aristolochiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.96825397,2.395005097,-0.80076197,6.492063492,0.064920635,-2.667465885,0.632818046,0.632818046,0.544325419,0.013513514,NA
Wetzel_Site 4_Smilax_hispida_Survey 1,9/30/18,42.69628,42.69628,0.375575251,N,Smilax_hispida,Smilacaceae,Temperate Broadleaf & Mixed Forests,SHRUB;VINE,Climber,15.81666667,2.761064236,-0.487920818,7.025,0.07025,-2.582855425,0.609304944,0.609304944,0.444391524,0.010638298,NA
Wetzel_Site 5_Glycine_max_Survey 1,7/9/19,42.405639,42.405639,0.355702891,N,Glycine_max,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,17.09090909,2.83854669,-0.421702829,2.924242424,0.029242424,-3.502456233,0.639457951,0.639457951,0.573012277,0.014705882,29.46969697
Wetzel_Site 5_Zea_mays_Survey 1,7/26/19,42.40205,42.40205,0.355457496,N,Zea_mays,Poaceae,Temperate Broadleaf & Mixed Forests,GRAMINOID,Graminoid,135.9916667,4.912593609,1.350817399,1.075,0.01075,-4.522041326,0.832347917,0.832347917,1.602359629,0.016666667,50.25
Wetzel_Site 7_Brasenia_schreberi_Survey 1,8/8/18,42.468009,42.468009,0.359967393,N,Brasenia_schreberi,Cabombaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,NA,NA,NA,3.213235294,0.032132353,-3.405231947,0.511390416,0.511390416,0.045569549,0.01369863,NA
Wetzel_Site 7_Monarda_fistulosa_Survey 1,6/5/18,42.489056,42.489056,0.361406466,N,Monarda_fistulosa,Lamiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,25.28333333,3.230145417,-0.087035055,0.875,0.00875,-4.729913073,0.838902341,0.838902341,1.650083539,0.010416667,NA
Wetzel_Site 7_Podophyllum_peltatum_Survey 1,6/21/18,42.49302,42.49302,0.361677502,N,Podophyllum_peltatum,Berberidaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,33.38181818,3.508011386,0.150434525,1.850877193,0.018508772,-3.970828298,0.815335139,0.815335139,1.485056621,0.0125,NA
Wetzel_Site 7_Solidago_canadensis.altissima_Survey 1,6/5/18,42.488927,42.488927,0.361397646,N,Solidago_canadensis.altissima,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,39.59677419,3.678747655,0.296349011,1.830645161,0.018306452,-3.982025646,0.713439734,0.713439734,0.912149103,0.013333333,NA
Wetzel_Site 9_Castilleja_sulphurea_Survey 1,8/15/20,43.493611,43.493611,0.43009216,N,Castilleja_sulphurea,Orobanchaceae,Temperate Conifer Forests,HERB,Herb,23.21666667,3.144870412,-0.159912708,1.008333333,0.010083333,-4.586736869,0.539431293,0.539431293,0.158053378,0.133333333,0.5
Wetzel_Site 9_Plantago_lanceolata_Survey 1,6/1/18,42.40952,42.40952,0.355968252,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,14.43333333,2.669540346,-0.566138888,2.984848485,0.029848485,-3.481318181,0.665291878,0.665291878,0.686966985,0.022727273,NA
Whiteh_Site 1_Asclepias_syriaca_Survey 1,8/12/19,37.240268,37.240268,0.002524529,N,Asclepias_syriaca,Apocynaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,37.30535714,3.619136939,0.245404552,0.660714286,0.006607143,-5.012974897,0.776412776,0.776412776,1.244882707,0.014492754,10.32142857
Whiteh_Site 1_Solanum_carolinense_Survey 1,8/14/19,37.239803,37.239803,0.002492735,N,Solanum_carolinense,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,18.92261905,2.940357982,-0.334692949,8.595238095,0.085952381,-2.364089237,0.524896966,0.524896966,0.099670296,0.022222222,5.380952381
Whiteh_Site 2_Physalis_longifolia_Survey 1,8/1/19,37.21426,37.21426,7.46251960023367e-4,N,Physalis_longifolia,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,20.8233871,3.036076735,-0.252889869,19.59677419,0.195967742,-1.411689327,0.281090198,0.281090198,-0.939060295,0.013888889,14.16129032
Whiteh_Site 2_Taraxacum_officinale_Survey 1,5/15/20,37.221061,37.221061,0.001211265,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19.05,2.947067102,-0.328959206,0.691666667,0.006916667,-4.966880623,0.774964264,0.774964264,1.2365577,0.066666667,17.56666667
Whiteh_Site 3_Plantago_lanceolata_Survey 1,6/23/20,37.20033,37.20033,-2.06E-04,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,37,3.610917913,0.238380414,0.408333333,0.004083333,-5.496749938,0.597371152,0.597371152,0.39452345,0.15,19.16666667
Whiteh_Site 3_Plantago_major_Survey 1,6/9/20,37.200325,37.200325,-2.07E-04,N,Plantago_major,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.16666667,2.319114395,-0.865619618,1.675,0.01675,-4.072465153,0.758495657,0.758495657,1.144449618,0.066666667,18.25
Whiteh_Site 5_Rudbeckia_triloba_Survey 1,8/20/19,37.193126,37.193126,-6.99E-04,N,Rudbeckia_triloba,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,104.1111111,4.645458705,1.122518793,3.416666667,0.034166667,-3.341740777,0.531939605,0.531939605,0.127932622,0.016949153,11.22222222
Yamawo_Site 1_Rumex_japonicus_Survey 1,3/19/20,34.724441,34.724441,-0.169493252,N,Rumex_japonicus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,17.55015198,2.865062609,-0.399041816,11.50304878,0.115030488,-2.04035599,0.358119132,0.358119132,-0.583537019,0.003039514,NA
Yamawo_Site 2_Rumex_japonicus_Survey 1,3/30/20,35.871455,35.871455,-0.091067031,N,Rumex_japonicus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,32.40983607,3.478461959,0.125181018,5.163934426,0.051639344,-2.910451001,0.289518562,0.289518562,-0.897723408,0.327868852,NA
Yamawo_Site 3_Rumex_japonicus_Survey 1,3/30/20,35.870297,35.870297,-0.091146209,N,Rumex_japonicus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,25.24719101,3.228714902,-0.0882576,3.820224719,0.038202247,-3.225909852,0.544117647,0.544117647,0.176930708,0.191011236,NA
Yamawo_Site 4_Rumex_japonicus_Survey 1,3/15/20,36.005315,36.005315,-0.081914454,N,Rumex_japonicus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,35.54347826,3.570756687,0.204057861,8.913043478,0.089130435,-2.324298853,0.311653117,0.311653117,-0.792402139,0.282608696,NA
Yim_Site 1_Plantago_lanceolata_Survey 1,10/11/20,40.81,40.81,0.246602273,N,Plantago_lanceolata,Plantaginaceae,Temperate Conifer Forests,HERB,Herb,7.41025641,2.002865042,-1.135892374,5.25,0.0525,-2.893013767,0.51446183,0.51446183,0.05786346,0.016393443,6.766666667
Yim_Site 1_Taraxacum_officinale_Survey 1,10/11/20,40.81,40.81,0.246602273,N,Taraxacum_officinale,Asteraceae,Temperate Conifer Forests,HERB,Herb,8.267857143,2.112375363,-1.042302755,23.01818182,0.230181818,-1.207284849,0.55855421,0.55855421,0.23529645,0.016393443,9.5
Yim_Site 2_Plantago_major_Survey 1,10/3/20,40.79417,40.79417,0.245519909,N,Plantago_major,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,12.22727273,2.503668926,-0.707895781,21.59090909,0.215909091,-1.289667525,0.471278195,0.471278195,-0.115013836,0.016393443,2.9
Zarnet_Site 1_Centaurea_stoebe_Survey 1,8/25/15,42.400168,42.400168,0.355328816,N,Centaurea_stoebe,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,NA,NA,NA,1.181818182,0.011818182,-4.42622753,0.556776557,0.556776557,0.228089975,0.043478261,NA
Zarnet_Site 1_Solidago_canadensis_Survey 1,8/25/15,42.400168,42.400168,0.355328816,N,Solidago_canadensis,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,NA,NA,NA,2.103448276,0.021034483,-3.840333292,0.533372365,0.533372365,0.133688218,0.033333333,NA
